Title,Link,PropertyType,Price,Location,State,Bedrooms,Bathrooms,Area,Down_Payment,Payment_Method,Price_Per_M
Resale Apartment for Sale – 217 m² – Palm Hills,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8450661,Apartment,14100000,Palm Hills,Palm Hills,3,3,217,0,Installments,64976.96
"Apartment for Sale – 100 sqm, Mandara Bahary",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-than-el-montazah-el-mandara-abdel-halim-mahmoud-st-8449978,Apartment,2400000,Abdel Halim Mahmoud St.,El Mandara,2,1,100,0,Cash,24000.0
4-year payment plans Fully finished,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8449155,Duplex,12201000,Vee Sawari,Waterfront,4,3,249,0,Installments,49000.0
Apartment for sale – 135 sqm – Miami,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-miami-iskandar-ibrahim-st-8449080,Apartment,2750000,Iskandar Ibrahim St.,Miami,3,2,135,0,Cash,20370.37
"Apartment for Sale, 137 sq m, Sawary Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-8557046,Apartment,6800000,Sawary,Sawary,3,2,137,0,Cash,49635.04
Fully finished Open lake view,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8448062,Apartment,9462000,Vee Sawari,Waterfront,3,2,166,0,Installments,57000.0
"Apartment for sale, 175 m - in Moharram Bek",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-wasat-moharam-bek-zein-al-abdeen-st-8447790,Apartment,4350000,Zein Al Abdeen St.,Moharam Bek,3,1,175,0,Cash,24857.14
Duplex for sale - in the sawary (El-Ghoneimy),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8447739,Duplex,11900000,Vee Sawari,Waterfront,3,3,244,0,Cash,48770.49
Fully Finished Open View,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-ivory-muruj-8447573,Apartment,5175000,Ivory Muruj,Smouha,3,2,138,0,Cash,37500.0
Open view of the plaza with a width of 150 m,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8447370,Apartment,11100000,Vee Sawari,Waterfront,3,3,198,0,Installments,56060.61
Apartment for sale - Marouj Compound (Smouha)179,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8447250,Apartment,6600000,Muruj,Smouha,3,1,179,0,Cash,36871.51
"Apartment for sale, 285 sq m - Loran",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-laurent-abd-al-khalek-tharwat-st-8446572,Apartment,12000000,Abd Al Khalek Tharwat St.,Laurent,4,4,285,0,Cash,42105.26
Reception Open view Licensed Ultra Superlux,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-miami-mahmoud-al-essawy-st-8446511,Apartment,3000000,Mahmoud Al Essawy St.,Miami,2,1,100,0,Cash,30000.0
open view Price includes kitchen cabinets,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-14th-of-may-bridge-8446447,Apartment,5500000,14th of May Bridge,Smouha,3,2,170,0,Cash,32352.94
Apartment for Sale 148 sqm in Smouha,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-2OgsBma6Jiz,Apartment,5500000,Smouha,Smouha,3,2,148,0,Cash,37162.16
Standalone Villa 427m Palm Hills Compound Alexand,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8446084,Villa,31000000,Palm Hills,Palm Hills,5,6,677,0,Installments,45790.25
"Apartment for sale, 188 sq m, Palm Hills Compound,",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8446071,Apartment,14000000,Palm Hills,Palm Hills,4,3,188,0,Installments,74468.09
"Sky Villa for Sale, 289 sq m, Smouha - Skyline",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-hay-sharq-smouha-sky-line-8446044,Villa,14000000,Sky line,Smouha,4,3,289,0,Installments,48442.91
"Apartment for sale, 208 sq m, Sawary Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-2Ogkdv8ztzc,Apartment,10040000,Sawary,Sawary,3,3,208,0,Installments,48269.23
Apartment for Sale Sporting Directly on the Tram,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-sporting-port-said-st-8445606,Apartment,7500000,Port Said St.,Sporting,3,2,170,0,Cash,44117.65
"Apartment for sale,110m-Kafr Abdo-Khalil Al-Khayat",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-roushdy-kafr-abdo-khaleel-al-khayat-basha-st-8445196,Apartment,3800000,Khaleel Al Khayat Basha St.,Kafr Abdo,2,1,110,0,Cash,34545.45
Receive your apartment immediately in Sawary,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8444797,Apartment,7200000,Vee Sawari,Waterfront,3,3,206,0,Cash,34951.46
Apartment for Sale – 260 sqm – Smouha,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-smouha-square-8444712,Apartment,10400000,Smouha Square,Smouha,3,3,260,0,Cash,40000.0
"Apartment for sale, 205 m, on Fawzy Moaz Street,",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-mohamed-fawzy-moaz-st-8444595,Apartment,8500000,Mohamed Fawzy Moaz St.,Smouha,3,2,145,0,Cash,58620.69
Ultra Super Lux finishing Fully air-conditioned,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-ivory-muruj-8444530,Apartment,12884000,Ivory Muruj,Smouha,4,3,228,0,Installments,56508.77
Villa for sale (buildings 295m² + garden 100m²),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-borg-el-arab-city-borg-el-arab-8540457,Villa,9850000,Borg El Arab,Borg El Arab,5,4,395,0,Installments,24936.71
"Apartment for Sale Smouha, Victor Emmanuel Square",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-victor-ammanuel-square-8444431,Apartment,11000000,Victor Ammanuel Square,Smouha,3,2,220,0,Cash,50000.0
Apartment for Sale – 260 sqm – Sidi Gaber,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-sidi-gaber-sidi-gaber-st-8444299,Apartment,4900000,Sidi Gaber St.,Sidi Gaber,3,2,260,0,Cash,18846.15
Open view Ultra super lux finishing,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-ivory-muruj-8444221,Apartment,9555000,Ivory Muruj,Smouha,3,3,195,0,Installments,49000.0
"Apartment for sale, 208 m², Smouha - Brand Tower",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-albert-al-awal-st-8444108,Apartment,13000000,Albert Al Awal St.,Smouha,4,3,208,0,Cash,62500.0
"Apartment for sale, 191 sq m, Smouha - Fawzy Moaz",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-mohamed-fawzy-moaz-st-8444035,Apartment,8500000,Mohamed Fawzy Moaz St.,Smouha,3,2,191,0,Cash,44502.62
"Resale Villa for Sale, 194m Townhouse",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-alexandria-alexandria-compounds-palm-hills-8443648,Townhouse,18767254,Palm Hills,Palm Hills,5,3,194,0,Cash,96738.42
"Apartment for sale, 156 sq m, Smouha",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8443562,Apartment,5100000,Muruj,Smouha,3,3,156,0,Cash,32692.31
"Apartment for sale, 178 sq m, Alex West",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8443525,Apartment,6650000,Alex West,Agami,3,3,178,0,Cash,37359.55
"Apartment for sale, 155 sq m, Sidi Bishr",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-mahmoud-al-essawy-st-8443489,Apartment,3400000,Mahmoud Al Essawy St.,Sidi Beshr,3,2,155,0,Cash,21935.48
"Apartment for sale, 208 sq m, Sawary Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-8555338,Apartment,12480000,Sawary,Sawary,3,3,208,0,Installments,60000.0
Premium Villa in Palm Hills Alexandria Near City,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8443412,Villa,40000000,Palm Hills,Palm Hills,6,6,436,0,Cash,91743.12
150 sqm Super Lux Apartment for Sale – Prime Downt,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-el-gomrok-el-anfoshy-wekalat-el-laimon-st-hussein-tawfik-saad-st-8443138,Apartment,3300000,Wekalat El Laimon St. - Hussein Tawfik Saad St.,El Anfoshy,3,2,150,0,Cash,22000.0
Apartment for Sale Winget Next to Al Ahly Hospital,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-bolkly-winget-st-8442458,Apartment,7000000,Winget st.,Bolkly,4,3,340,0,Cash,20588.24
"Palace | For sale | King Mariout, Alexandria",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/palace-for-sale-alexandria-hay-al-amereyah-king-mariout-alexandria-desert-road-8442086,Palace,38000000,Alexandria Desert Road,King Mariout,7,7,1200,0,Cash,31666.67
Luxury residence in The One Compound in the heart,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-albert-al-awal-st-8441943,Apartment,9728019,Albert Al Awal St.,Smouha,2,2,129,0,Installments,75411.0
The One project in the heart of Smouha,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-albert-al-awal-st-8441874,Apartment,16288776,Albert Al Awal St.,Smouha,4,3,216,0,Installments,75411.0
200sqm apartment for sale in Sidi Bishr,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-mohammad-ngeeb-street-8584580,Apartment,3500000,Mohammad Ngeeb Street,Sidi Beshr,3,2,200,0,Cash,17500.0
Resale Apartment in Palm Hills Alexandria – 218 m,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8441797,Apartment,20983000,Palm Hills,Palm Hills,4,4,218,0,Installments,96252.29
Apartment for Sale – 156 M in Solik Gardens – Prim,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-solik-gardens-8441783,Apartment,9984000,Solik Gardens,Sawary,3,3,156,0,Installments,64000.0
Own luxury and privacy in the heart of Smouha with,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-albert-al-awal-st-8441775,Apartment,9168398,Albert Al Awal St.,Smouha,3,3,169,0,Cash,54250.88
Premium Twin House Resale for Sale in Palm Hills A,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-alexandria-alexandria-compounds-palm-hills-8441760,Twin House,29000000,Palm Hills,Palm Hills,5,3,198,0,Installments,146464.65
Open view on the plaza installments over 5 years,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8440798,Apartment,7882560,Alex West,Agami,3,2,153,0,Installments,51520.0
7-year payment plans Ultra Super Lux Finishing,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-the-one-8440780,Apartment,9800000,The One,Smouha,2,2,129,0,Installments,75968.99
Luxury Living & Smart Investment Standalone Villa,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-hay-sharq-smouha-vee-muruj-8440774,Villa,35600000,Vee Muruj,Smouha,5,4,307,0,Installments,115960.91
"Villa for sale, 750 sq m, King Mariout (off Rashid",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-hay-al-amereyah-king-mariout-mohammed-rashid-road-8440668,Villa,13500000,Mohammed Rashid Road,King Mariout,3,2,164,0,Cash,82317.07
"Tessera Upper Villa for Sale, 272 sq m, Palm Hills",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8439997,Villa,20000000,Palm Hills,Palm Hills,6,3,272,0,Cash,73529.41
"Apartment for sale, 288 sq m, Smouha",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-kamal-eldin-salah-st-8439867,Apartment,11500000,Kamal Eldin Salah St.,Smouha,5,3,288,0,Cash,39930.56
Open View Fully Finished,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-the-one-8439857,Apartment,12976983,The One,Smouha,3,3,179,0,Installments,72497.11
"Apartment 139 sq m, Smouha - Marouj Compound",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8439701,Apartment,4600000,Muruj,Smouha,3,2,139,0,Cash,33093.53
Ultra Super Lux Finishing Open view,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-ivory-muruj-8439073,Apartment,7592000,Ivory Muruj,Smouha,3,3,146,0,Installments,52000.0
165 sq m Apartment for Sale in Smouha,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-mostafa-kamel-st-8438704,Apartment,5100000,Mostafa Kamel St.,Smouha,3,1,165,0,Cash,30909.09
Immediate delivery installments over 3 years,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-sky-line-8438317,Apartment,11584000,Sky line,Smouha,4,3,181,0,Installments,64000.0
"Apartment for sale, 215 sq m, Smouha - Marouj",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8437691,Apartment,11180000,Muruj,Smouha,4,3,215,0,Installments,52000.0
Open Views the initial launch price,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8437522,Apartment,7000000,Vee Sawari,Waterfront,3,3,210,0,Cash,33333.33
10-year payment facilities Fully open views,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8437523,Apartment,6899200,Vee Sawari,Waterfront,1,2,77,0,Installments,89600.0
"Apartment for sale, 172 sq m, Smouha - Marouj",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-muruj-8437405,Apartment,9460000,Muruj,Smouha,2,2,172,0,Installments,55000.0
Apartment for sale in Kafr Abdo - Khalil Al-Khayya,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-roushdy-kafr-abdo-khaleel-al-khayat-basha-st-8436773,Apartment,3800000,Khaleel Al Khayat Basha St.,Kafr Abdo,2,1,110,0,Cash,34545.45
Reception with open view of the club Licensed,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-madkhal-sharkt-al-nakhl-wa-al-handasa-st-8436539,Apartment,18950000,Madkhal Sharkt Al Nakhl Wa Al Handasa St.,Smouha,4,3,265,0,Cash,71509.43
"Apartment for sale, 236 sq m, Smouha - Crystal",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-smouha-square-8436423,Apartment,13688000,Smouha Square,Smouha,3,3,236,0,Installments,58000.0
"Apartment for sale in Miami, 140  m - steps from K",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-miami-khaled-ibn-al-walid-st-8436102,Apartment,3500000,Khaled Ibn Al Walid St.,Miami,3,1,140,0,Cash,25000.0
"Apartment for sale, 156 sq m, Smouha - Al Reyada",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-el-riada-school-st-8435950,Apartment,7410000,El Riada School St.,Smouha,3,1,156,0,Cash,47500.0
"Apartment for sale, 218 sq m, Alex West",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-8435920,Apartment,9000000,Alex West,Agami,3,3,218,0,Cash,41284.4
"Resale Apartment for Sale, 204 sq m, Palm Hills",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8435867,Apartment,14483000,Palm Hills,Palm Hills,3,2,204,0,Cash,70995.1
"Apartment for sale, 184 sq m, Smouha - Valori",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-valore-smouha-8435866,Apartment,9100000,Valore Smouha,Smouha,3,2,184,0,Cash,49456.52
Apartment for sale in San Stefano,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-san-stefano-san-stefano-grand-plaza-8435819,Apartment,11700000,San Stefano Grand Plaza,San Stefano,3,3,195,0,Cash,60000.0
"Apartment for sale, 236 sq m, Smouha",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-smouha-square-8435815,Apartment,11092000,Smouha Square,Smouha,3,3,236,0,Cash,47000.0
Standalone Villa with Basement V2 for Sale in Palm,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8435682,Villa,28000000,Palm Hills,Palm Hills,6,7,286,0,Cash,97902.1
Twin House Villa with Basement for Sale in Palm Hi,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-alexandria-alexandria-compounds-palm-hills-8435677,Twin House,24500000,Palm Hills,Palm Hills,6,5,225,0,Cash,108888.89
Twin House Villa with Basement for Sale in Palm Hi,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-alexandria-alexandria-compounds-palm-hills-8435634,Twin House,24000000,Palm Hills,Palm Hills,6,5,225,0,Cash,106666.67
Apartment for Sale – 177 M in Waterfront (Iconic T,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8435622,Apartment,16396800,Vee Sawari,Waterfront,3,3,177,0,Installments,92637.29
Apartment for Sale: 169m² in The One - Alexandria,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-nady-smouha-al-riyadi-st-8435423,Apartment,12902802,Nady Smouha Al Riyadi St.,Smouha,3,3,169,0,Installments,76347.94
Resale Twin House in Palm Hills Alexandria - Pr,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-alexandria-alexandria-compounds-palm-hills-8435412,Twin House,29000000,Palm Hills,Palm Hills,5,3,198,0,Installments,146464.65
Apartment for sale - 100m - Al Mandara,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-than-el-montazah-el-mandara-khalf-masaken-al-sheraton-st-8434603,Apartment,4000000,Khalf Masaken Al Sheraton St.,El Mandara,2,1,100,0,Cash,40000.0
For Sale in Bolkly (115 sq m) Takla Street .,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-fleming-takatoa-takla-st-8434397,Apartment,2250000,Takatoa Takla St.,Fleming,2,1,115,0,Cash,19565.22
Below market price Installments over 6 years,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8434142,Apartment,10783000,Palm Hills,Palm Hills,2,3,134,0,Installments,80470.15
For Sale: Loran (140 m) Al-Iqbal Street .,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-laurent-al-ekbal-st-8433681,Apartment,3800000,Al Ekbal St.,Laurent,3,1,140,0,Cash,27142.86
"Apartment for sale, 200m, in Loran,Ezz ElArab st.",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-laurent-mohamed-ezz-al-arab-st-8433001,Apartment,6000000,Mohamed Ezz Al Arab St.,Laurent,3,2,200,0,Cash,30000.0
An open view Ultra Super Deluxe finish,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-glim-8432760,Apartment,4900000,Gleim Square,Glim,3,2,145,0,Cash,33793.1
Open view side view of the club Fully Finished,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-ivory-muruj-8432621,Apartment,6500000,Ivory Muruj,Smouha,3,3,163,0,Cash,39877.3
Open sea view Hotel-style entrance,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-glim-al-geish-road-8432605,Apartment,16000000,Al Geish Road,Glim,5,3,300,0,Cash,53333.33
Apartment for sale in Al Safwa Towers,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-14th-of-may-bridge-8432600,Apartment,10200000,14th of May Bridge,Smouha,3,3,220,0,Cash,46363.64
"Apartment for sale, 216 m, Palm Hills Alexandria",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8432569,Apartment,16644000,Palm Hills,Palm Hills,3,3,216,0,Installments,77055.56
"Apartment for sale, 218 m, Palm Hills Alexandria",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8432394,Apartment,21983000,Palm Hills,Palm Hills,3,4,218,0,Installments,100839.45
Ultra super lux finishing with smart home system,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-sky-line-8432135,Apartment,11000000,Sky line,Smouha,4,2,206,0,Cash,53398.06
Villa sale 280m Palm Hills Alexandria Compound,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-palm-hills-8431871,Villa,17500000,Palm Hills,Palm Hills,4,3,309,0,Cash,56634.3
"Apartment for sale, 260m², Smouha (Veranda Solik)",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-veranda-smouha-8430958,Apartment,10500000,Veranda Smouha,Veranda Smouha,3,3,260,0,Cash,40384.62
"Apartment for sale, 166 sq m, Palm Hills Alexandri",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8430713,Apartment,15666000,Palm Hills,Palm Hills,3,3,166,0,Installments,94373.49
Steps from the sea Open view,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-sidi-gaber-sidi-gaber-st-8430563,Apartment,5500000,Sidi Gaber St.,Sidi Gaber,3,2,225,0,Cash,24444.44
Super Lux Finishing Open View,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-8430445,Apartment,4158000,Vee Sawari,Waterfront,2,2,134,0,Cash,31029.85
"Apartment for sale, 215  m, in Saba Pasha - step",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-saba-basha-khalil-mutran-st-8430267,Apartment,5500000,Khalil Mutran St.,Saba Basha,3,3,215,0,Cash,25581.4
Prime location Licensed Luxury Finishing Open View,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-albert-al-awal-st-8430185,Apartment,12000000,Albert Al Awal St.,Smouha,5,3,280,0,Cash,42857.14
"Apartment for sale, 155 sq m, Sidi Bishr",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-khaled-ibn-alwaleed-st-8430068,Apartment,4150000,Khaled Ibn Alwaleed St.,Sidi Beshr,4,2,155,0,Cash,26774.19
Open view overlooking Green Spine,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-8429600,Apartment,16737000,Palm Hills,Palm Hills,3,3,161,0,Installments,103956.52
Reception and rooms with open view Licensed,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-mohamed-fawzy-moaz-st-8429582,Apartment,7500000,Mohamed Fawzy Moaz St.,Smouha,4,3,390,0,Cash,19230.77
"Apartment for sale, 235 sq m, Smouha - Kamal Eldin",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-kamal-eldin-salah-st-8429546,Apartment,7000000,Kamal Eldin Salah St.,Smouha,4,2,235,0,Cash,29787.23
